Sample,Sample_Date,Product,Test,Result,UOM,Plant
11,10/4/2022,Meal 1,Peroxide,7.26,MEQ/kg,Plant 4
12,10/4/2022,Meal 1,Peroxide,4.66,MEQ/kg,Plant 4
372,10/4/2022,Meal 1,Ash,9.01,%,Plant 2
372,10/4/2022,Meal 1,Fat,15.66,%,Plant 2
372,10/4/2022,Meal 1,Moisture,3.97,%,Plant 2
372,10/4/2022,Meal 1,Protein,67.64,%,Plant 2
373,10/4/2022,Meal 1,Ash,10.63,%,Plant 2
373,10/4/2022,Meal 1,Fat,14.93,%,Plant 2
373,10/4/2022,Meal 1,Moisture,3.48,%,Plant 2
373,10/4/2022,Meal 1,Protein,66.83,%,Plant 2
374,10/4/2022,Meal 2,Protein,67,%,Plant 2
374,10/4/2022,Meal 2,Ash,11.04,%,Plant 2
374,10/4/2022,Meal 2,Fat,15.63,%,Plant 2
374,10/4/2022,Meal 2,Moisture,4.18,%,Plant 2
374,10/4/2022,Meal 2,Protein,65.5,%,Plant 2
375,10/4/2022,Meal 2,Protein,66.88,%,Plant 2
375,10/4/2022,Meal 2,Ash,9.74,%,Plant 2
375,10/4/2022,Meal 2,Fat,16.03,%,Plant 2
375,10/4/2022,Meal 2,Moisture,4.63,%,Plant 2
375,10/4/2022,Meal 2,Protein,65.56,%,Plant 2
376,10/4/2022,Meal 2,Ash,10.55,%,Plant 2
376,10/4/2022,Meal 2,Fat,15.33,%,Plant 2
376,10/4/2022,Meal 2,Moisture,4.48,%,Plant 2
376,10/4/2022,Meal 2,Protein,68.53,%,Plant 2
377,10/4/2022,Meal 2,Ash,11.23,%,Plant 2
377,10/4/2022,Meal 2,Fat,14.99,%,Plant 2
377,10/4/2022,Meal 2,Moisture,3.6,%,Plant 2
377,10/4/2022,Meal 2,Protein,67.66,%,Plant 2
378,10/4/2022,Meal 2,Ash,10.18,%,Plant 2
378,10/4/2022,Meal 2,Fat,15.94,%,Plant 2
378,10/4/2022,Meal 2,Moisture,3.8,%,Plant 2
378,10/4/2022,Meal 2,Protein,66.24,%,Plant 2
379,10/4/2022,Meal 1,Ash,12.03,%,Plant 2
379,10/4/2022,Meal 1,Fat,14.43,%,Plant 2
379,10/4/2022,Meal 1,Moisture,3.81,%,Plant 2
379,10/4/2022,Meal 1,Protein,66.86,%,Plant 2
380,10/4/2022,Meal 1,Ash,10.57,%,Plant 2
380,10/4/2022,Meal 1,Fat,15.28,%,Plant 2
380,10/4/2022,Meal 1,Moisture,3.81,%,Plant 2
380,10/4/2022,Meal 1,Protein,66.48,%,Plant 2
3698,10/4/2022,Meal 1,Ash,10.13,%,Plant 1
3698,10/4/2022,Meal 1,Fat,13.55,%,Plant 1
3698,10/4/2022,Meal 1,Moisture,3.95,%,Plant 1
3698,10/4/2022,Meal 1,Protein,67.58,%,Plant 1
3699,10/4/2022,Meal 1,Ash,10.72,%,Plant 1
3699,10/4/2022,Meal 1,Fat,13.3,%,Plant 1
3699,10/4/2022,Meal 1,Moisture,3.82,%,Plant 1
3699,10/4/2022,Meal 1,Protein,68.5,%,Plant 1
3700,10/4/2022,Meal 1,Ash,10.72,%,Plant 1
3700,10/4/2022,Meal 1,Fat,13.13,%,Plant 1
3700,10/4/2022,Meal 1,Moisture,3.87,%,Plant 1
3700,10/4/2022,Meal 1,Protein,68.56,%,Plant 1
3701,10/4/2022,Meal 1,Ash,11.28,%,Plant 1
3701,10/4/2022,Meal 1,Peroxide,2.42,MEQ/kg,Plant 1
3701,10/4/2022,Meal 1,Fat,12.82,%,Plant 1
3701,10/4/2022,Meal 1,Moisture,4.05,%,Plant 1
3701,10/4/2022,Meal 1,Protein,67.93,%,Plant 1
3707,10/4/2022,Meal 1,Ash,10.58,%,Plant 1
3707,10/4/2022,Meal 1,Fat,12.68,%,Plant 1
3707,10/4/2022,Meal 1,Moisture,4.34,%,Plant 1
3707,10/4/2022,Meal 1,Protein,67.89,%,Plant 1
3708,10/4/2022,Meal 1,Ash,10.54,%,Plant 1
3708,10/4/2022,Meal 1,Fat,13.03,%,Plant 1
3708,10/4/2022,Meal 1,Moisture,4.72,%,Plant 1
3708,10/4/2022,Meal 1,Protein,66.88,%,Plant 1
3730,10/4/2022,Meal 1,Ash,12.04,%,Plant 4
3730,10/4/2022,Meal 1,Peroxide,1.7,MEQ/kg,Plant 4
3730,10/4/2022,Meal 1,Fat,13.77,%,Plant 4
3730,10/4/2022,Meal 1,Moisture,4.21,%,Plant 4
3730,10/4/2022,Meal 1,Protein,67.06,%,Plant 4
3733,10/4/2022,Meal 1,Ash,12.27,%,Plant 6
3733,10/4/2022,Meal 1,Fat,11.85,%,Plant 6
3733,10/4/2022,Meal 1,Moisture,4.07,%,Plant 6
3733,10/4/2022,Meal 1,Protein,68.94,%,Plant 6
3737,10/4/2022,Meal 1,Ash,10.08,%,Plant 1
3737,10/4/2022,Meal 1,Fat,13.09,%,Plant 1
3737,10/4/2022,Meal 1,Moisture,4.85,%,Plant 1
3737,10/4/2022,Meal 1,Protein,66.72,%,Plant 1
3741,10/4/2022,Meal 1,Ash,12.58,%,Plant 4
3741,10/4/2022,Meal 1,Fat,13.56,%,Plant 4
3741,10/4/2022,Meal 1,Moisture,4.33,%,Plant 4
3741,10/4/2022,Meal 1,Protein,65.58,%,Plant 4
3742,10/4/2022,Meal 1,Ash,12.66,%,Plant 4
3742,10/4/2022,Meal 1,Fat,13.62,%,Plant 4
3742,10/4/2022,Meal 1,Moisture,4.44,%,Plant 4
3742,10/4/2022,Meal 1,Protein,66.89,%,Plant 4
3743,10/4/2022,Meal 1,Ash,12.8,%,Plant 4
3743,10/4/2022,Meal 1,Fat,13.93,%,Plant 4
3743,10/4/2022,Meal 1,Moisture,4.41,%,Plant 4
3743,10/4/2022,Meal 1,Protein,66.29,%,Plant 4
3744,10/4/2022,Meal 1,Ash,12.28,%,Plant 4
3744,10/4/2022,Meal 1,Fat,14.21,%,Plant 4
3744,10/4/2022,Meal 1,Moisture,4.66,%,Plant 4
3744,10/4/2022,Meal 1,Protein,65.71,%,Plant 4
3751,10/4/2022,Meal 1,Ash,12.77,%,Plant 4
3751,10/4/2022,Meal 1,Fat,13.56,%,Plant 4
3751,10/4/2022,Meal 1,Moisture,4.73,%,Plant 4
3751,10/4/2022,Meal 1,Protein,66.54,%,Plant 4
3774,10/4/2022,Meal 1,Ash,13.51,%,Plant 3
3774,10/4/2022,Meal 1,Fat,12.23,%,Plant 3
3774,10/4/2022,Meal 1,Moisture,3.93,%,Plant 3
3774,10/4/2022,Meal 1,Protein,68.51,%,Plant 3
3775,10/4/2022,Meal 1,Ash,13.01,%,Plant 3
3775,10/4/2022,Meal 1,Fat,13.19,%,Plant 3
3775,10/4/2022,Meal 1,Moisture,2.79,%,Plant 3
3775,10/4/2022,Meal 1,Protein,68.95,%,Plant 3
3776,10/4/2022,Meal 1,Ash,12.21,%,Plant 3
3776,10/4/2022,Meal 1,Fat,13.29,%,Plant 3
3776,10/4/2022,Meal 1,Moisture,4.33,%,Plant 3
3776,10/4/2022,Meal 1,Protein,67.99,%,Plant 3
3783,10/4/2022,Meal 1,Ash,11.68,%,Plant 3
3783,10/4/2022,Meal 1,Peroxide,7.01,MEQ/kg,Plant 3
3783,10/4/2022,Meal 1,Fat,13.4,%,Plant 3
3783,10/4/2022,Meal 1,Moisture,3.75,%,Plant 3
3783,10/4/2022,Meal 1,Protein,67.49,%,Plant 3
3784,10/4/2022,Meal 1,Ash,12.01,%,Plant 3
3784,10/4/2022,Meal 1,Peroxide,2.69,MEQ/kg,Plant 3
3784,10/4/2022,Meal 1,Fat,14.32,%,Plant 3
3784,10/4/2022,Meal 1,Moisture,3.11,%,Plant 3
3784,10/4/2022,Meal 1,Protein,68.06,%,Plant 3
3791,10/4/2022,Meal 1,Ash,13.36,%,Plant 5
3791,10/4/2022,Meal 1,Fat,11.64,%,Plant 5
3791,10/4/2022,Meal 1,Moisture,4.55,%,Plant 5
3791,10/4/2022,Meal 1,Protein,68.26,%,Plant 5
381,10/5/2022,Meal 2,Ash,11.99,%,Plant 2
381,10/5/2022,Meal 2,Fat,14.61,%,Plant 2
381,10/5/2022,Meal 2,Moisture,4.03,%,Plant 2
381,10/5/2022,Meal 2,Protein,67.69,%,Plant 2
382,10/5/2022,Meal 2,Ash,11.33,%,Plant 2
382,10/5/2022,Meal 2,Fat,15.15,%,Plant 2
382,10/5/2022,Meal 2,Moisture,3.14,%,Plant 2
382,10/5/2022,Meal 2,Protein,66.94,%,Plant 2
383,10/5/2022,Meal 2,Ash,11.15,%,Plant 2
383,10/5/2022,Meal 2,Fat,15.33,%,Plant 2
383,10/5/2022,Meal 2,Moisture,3.51,%,Plant 2
383,10/5/2022,Meal 2,Protein,67.18,%,Plant 2
384,10/5/2022,Meal 2,Ash,11.58,%,Plant 2
384,10/5/2022,Meal 2,Fat,14.35,%,Plant 2
384,10/5/2022,Meal 2,Moisture,3.26,%,Plant 2
384,10/5/2022,Meal 2,Protein,66.28,%,Plant 2
384,10/5/2022,Meal 2,Protein,65.16,%,Plant 2
385,10/5/2022,Meal 2,Ash,11.38,%,Plant 2
385,10/5/2022,Meal 2,Fat,14.61,%,Plant 2
385,10/5/2022,Meal 2,Moisture,4.1,%,Plant 2
385,10/5/2022,Meal 2,Protein,66.53,%,Plant 2
386,10/5/2022,Meal 3,Ash,10.86,%,Plant 2
386,10/5/2022,Meal 3,Ash,10.2,%,Plant 2
386,10/5/2022,Meal 3,Fat,14.14,%,Plant 2
386,10/5/2022,Meal 3,Moisture,4.39,%,Plant 2
386,10/5/2022,Meal 3,Protein,66.63,%,Plant 2
3702,10/5/2022,Meal 1,Ash,10.86,%,Plant 1
3702,10/5/2022,Meal 1,Fat,12.08,%,Plant 1
3702,10/5/2022,Meal 1,Moisture,3.98,%,Plant 1
3702,10/5/2022,Meal 1,Protein,67.54,%,Plant 1
3703,10/5/2022,Meal 1,Ash,11.9,%,Plant 1
3703,10/5/2022,Meal 1,Fat,12.11,%,Plant 1
3703,10/5/2022,Meal 1,Moisture,4.42,%,Plant 1
3703,10/5/2022,Meal 1,Protein,66.86,%,Plant 1
3704,10/5/2022,Meal 1,Ash,10.51,%,Plant 1
3704,10/5/2022,Meal 1,Peroxide,3.03,MEQ/kg,Plant 1
3704,10/5/2022,Meal 1,Fat,12.79,%,Plant 1
3704,10/5/2022,Meal 1,Moisture,4,%,Plant 1
3704,10/5/2022,Meal 1,Protein,67.13,%,Plant 1
3705,10/5/2022,Meal 1,Ash,10.88,%,Plant 1
3705,10/5/2022,Meal 1,Fat,12.27,%,Plant 1
3705,10/5/2022,Meal 1,Moisture,3.71,%,Plant 1
3705,10/5/2022,Meal 1,Protein,67.34,%,Plant 1
3706,10/5/2022,Meal 1,Ash,10.5,%,Plant 1
3706,10/5/2022,Meal 1,Fat,12.63,%,Plant 1
3706,10/5/2022,Meal 1,Moisture,4.74,%,Plant 1
3706,10/5/2022,Meal 1,Protein,68.72,%,Plant 1
3709,10/5/2022,Meal 1,Ash,11.27,%,Plant 1
3709,10/5/2022,Meal 1,Fat,11.3,%,Plant 1
3709,10/5/2022,Meal 1,Moisture,3.03,%,Plant 1
3709,10/5/2022,Meal 1,Protein,70.93,%,Plant 1
3709,10/5/2022,Meal 1,Protein,69.6,%,Plant 1
3712,10/5/2022,Meal 1,Ash,11.94,%,Plant 1
3712,10/5/2022,Meal 1,Fat,11.76,%,Plant 1
3712,10/5/2022,Meal 1,Moisture,4,%,Plant 1
3712,10/5/2022,Meal 1,Protein,68.49,%,Plant 1
3714,10/5/2022,Meal 1,Ash,10.39,%,Plant 1
3714,10/5/2022,Meal 1,Fat,13.5,%,Plant 1
3714,10/5/2022,Meal 1,Moisture,3.87,%,Plant 1
3714,10/5/2022,Meal 1,Protein,68.88,%,Plant 1
3731,10/5/2022,Meal 1,Ash,11.38,%,Plant 4
3731,10/5/2022,Meal 1,Peroxide,1.65,MEQ/kg,Plant 4
3731,10/5/2022,Meal 1,Fat,14.08,%,Plant 4
3731,10/5/2022,Meal 1,Moisture,4.93,%,Plant 4
3731,10/5/2022,Meal 1,Protein,65.66,%,Plant 4
3734,10/5/2022,Meal 1,Ash,11.96,%,Plant 6
3734,10/5/2022,Meal 1,Fat,12.95,%,Plant 6
3734,10/5/2022,Meal 1,Moisture,4.96,%,Plant 6
3734,10/5/2022,Meal 1,Protein,66.91,%,Plant 6
3752,10/5/2022,Meal 1,Ash,12.27,%,Plant 4
3752,10/5/2022,Meal 1,Fat,13.93,%,Plant 4
3752,10/5/2022,Meal 1,Moisture,4.81,%,Plant 4
3752,10/5/2022,Meal 1,Protein,66.07,%,Plant 4
3777,10/5/2022,Meal 1,Ash,12.24,%,Plant 3
3777,10/5/2022,Meal 1,Fat,13.17,%,Plant 3
3777,10/5/2022,Meal 1,Moisture,3.84,%,Plant 3
3777,10/5/2022,Meal 1,Protein,70.18,%,Plant 3
3778,10/5/2022,Meal 1,Ash,12.09,%,Plant 3
3778,10/5/2022,Meal 1,Fat,12.57,%,Plant 3
3778,10/5/2022,Meal 1,Moisture,4.13,%,Plant 3
3778,10/5/2022,Meal 1,Protein,68.01,%,Plant 3
3779,10/5/2022,Meal 1,Ash,11.64,%,Plant 3
3779,10/5/2022,Meal 1,Fat,13.67,%,Plant 3
3779,10/5/2022,Meal 1,Moisture,3.79,%,Plant 3
3779,10/5/2022,Meal 1,Protein,68.88,%,Plant 3
3790,10/5/2022,Meal 1,Ash,12.8,%,Plant 5
3790,10/5/2022,Meal 1,Fat,11.82,%,Plant 5
3790,10/5/2022,Meal 1,Moisture,4.75,%,Plant 5
3790,10/5/2022,Meal 1,Protein,69.59,%,Plant 5
3797,10/5/2022,Meal 1,Ash,11.54,%,Plant 6
3797,10/5/2022,Meal 1,Fat,11.97,%,Plant 6
3797,10/5/2022,Meal 1,Moisture,3.34,%,Plant 6
3797,10/5/2022,Meal 1,Protein,72.23,%,Plant 6
13,10/6/2022,Meal 1,Peroxide,5.12,MEQ/kg,Plant 4
387,10/6/2022,Meal 2,Protein,64.75,%,Plant 2
387,10/6/2022,Meal 2,Ash,11.63,%,Plant 2
387,10/6/2022,Meal 2,Fat,15.21,%,Plant 2
387,10/6/2022,Meal 2,Moisture,3.69,%,Plant 2
387,10/6/2022,Meal 2,Protein,64.78,%,Plant 2
388,10/6/2022,Meal 2,Ash,11.46,%,Plant 2
388,10/6/2022,Meal 2,Fat,14.52,%,Plant 2
388,10/6/2022,Meal 2,Moisture,3.21,%,Plant 2
388,10/6/2022,Meal 2,Protein,67.47,%,Plant 2
389,10/6/2022,Meal 2,Protein,67.19,%,Plant 2
389,10/6/2022,Meal 2,Ash,11.06,%,Plant 2
389,10/6/2022,Meal 2,Fat,15.16,%,Plant 2
389,10/6/2022,Meal 2,Moisture,3.57,%,Plant 2
389,10/6/2022,Meal 2,Protein,67.16,%,Plant 2
390,10/6/2022,Meal 2,Ash,12.34,%,Plant 2
390,10/6/2022,Meal 2,Fat,13.73,%,Plant 2
390,10/6/2022,Meal 2,Moisture,3.24,%,Plant 2
390,10/6/2022,Meal 2,Protein,69.62,%,Plant 2
391,10/6/2022,Meal 2,Ash,11.04,%,Plant 2
391,10/6/2022,Meal 2,Fat,15.56,%,Plant 2
391,10/6/2022,Meal 2,Moisture,3.6,%,Plant 2
391,10/6/2022,Meal 2,Protein,67.68,%,Plant 2
392,10/6/2022,Meal 1,Ash,12.08,%,Plant 2
392,10/6/2022,Meal 1,Fat,13.91,%,Plant 2
392,10/6/2022,Meal 1,Moisture,3.25,%,Plant 2
392,10/6/2022,Meal 1,Protein,65.68,%,Plant 2
393,10/6/2022,Meal 1,Ash,10.99,%,Plant 2
393,10/6/2022,Meal 1,Fat,14.13,%,Plant 2
393,10/6/2022,Meal 1,Moisture,4.05,%,Plant 2
393,10/6/2022,Meal 1,Protein,67.26,%,Plant 2
3710,10/6/2022,Meal 1,Ash,10.62,%,Plant 1
3710,10/6/2022,Meal 1,Fat,13.37,%,Plant 1
3710,10/6/2022,Meal 1,Moisture,4.34,%,Plant 1
3710,10/6/2022,Meal 1,Protein,68.04,%,Plant 1
3711,10/6/2022,Meal 1,Ash,10.84,%,Plant 1
3711,10/6/2022,Meal 1,Peroxide,2.47,MEQ/kg,Plant 1
3711,10/6/2022,Meal 1,Fat,13.13,%,Plant 1
3711,10/6/2022,Meal 1,Moisture,4.16,%,Plant 1
3711,10/6/2022,Meal 1,Protein,68.41,%,Plant 1
3713,10/6/2022,Meal 1,Ash,10.74,%,Plant 1
3713,10/6/2022,Meal 1,Fat,11.3,%,Plant 1
3713,10/6/2022,Meal 1,Moisture,3.55,%,Plant 1
3713,10/6/2022,Meal 1,Protein,69.03,%,Plant 1
3715,10/6/2022,Meal 1,Ash,11.71,%,Plant 1
3715,10/6/2022,Meal 1,Fat,13.96,%,Plant 1
3715,10/6/2022,Meal 1,Moisture,4.6,%,Plant 1
3715,10/6/2022,Meal 1,Protein,66.56,%,Plant 1
3716,10/6/2022,Meal 1,Ash,10.61,%,Plant 1
3716,10/6/2022,Meal 1,Fat,12,%,Plant 1
3716,10/6/2022,Meal 1,Moisture,4.7,%,Plant 1
3716,10/6/2022,Meal 1,Protein,66.88,%,Plant 1
3717,10/6/2022,Meal 1,Moisture,4.56,%,Plant 1
3717,10/6/2022,Meal 1,Ash,10.42,%,Plant 1
3717,10/6/2022,Meal 1,Protein,67.91,%,Plant 1
3717,10/6/2022,Meal 1,Fat,12.7,%,Plant 1
3718,10/6/2022,Meal 1,Ash,10.3,%,Plant 1
3718,10/6/2022,Meal 1,Protein,69.69,%,Plant 1
3718,10/6/2022,Meal 1,Moisture,4.3,%,Plant 1
3718,10/6/2022,Meal 1,Fat,11.9,%,Plant 1
3722,10/6/2022,Meal 1,Ash,11.8,%,Plant 1
3722,10/6/2022,Meal 1,Protein,67.46,%,Plant 1
3722,10/6/2022,Meal 1,Moisture,4.12,%,Plant 1
3722,10/6/2022,Meal 1,Fat,12.19,%,Plant 1
3725,10/6/2022,Meal 1,Ash,11.69,%,Plant 1
3725,10/6/2022,Meal 1,Protein,65.18,%,Plant 1
3725,10/6/2022,Meal 1,Moisture,4.04,%,Plant 1
3725,10/6/2022,Meal 1,Fat,14.21,%,Plant 1
3732,10/6/2022,Meal 1,Ash,11.12,%,Plant 4
3732,10/6/2022,Meal 1,Fat,13.44,%,Plant 4
3732,10/6/2022,Meal 1,Moisture,4.62,%,Plant 4
3732,10/6/2022,Meal 1,Protein,65.55,%,Plant 4
3735,10/6/2022,Meal 1,Ash,9.26,%,Plant 1
3735,10/6/2022,Meal 1,Fat,13.5,%,Plant 1
3735,10/6/2022,Meal 1,Moisture,4.89,%,Plant 1
3735,10/6/2022,Meal 1,Protein,68.24,%,Plant 1
3736,10/6/2022,Meal 1,Ash,10.21,%,Plant 1
3736,10/6/2022,Meal 1,Fat,12.86,%,Plant 1
3736,10/6/2022,Meal 1,Moisture,5.72,%,Plant 1
3736,10/6/2022,Meal 1,Protein,66.31,%,Plant 1
3745,10/6/2022,Meal 1,Ash,11.98,%,Plant 4
3745,10/6/2022,Meal 1,Fat,14.43,%,Plant 4
3745,10/6/2022,Meal 1,Moisture,4.62,%,Plant 4
3745,10/6/2022,Meal 1,Protein,65.12,%,Plant 4
3746,10/6/2022,Meal 1,Ash,12.19,%,Plant 4
3746,10/6/2022,Meal 1,Fat,14.58,%,Plant 4
3746,10/6/2022,Meal 1,Moisture,4.76,%,Plant 4
3746,10/6/2022,Meal 1,Protein,66.21,%,Plant 4
3747,10/6/2022,Meal 1,Ash,12.1,%,Plant 4
3747,10/6/2022,Meal 1,Fat,13.74,%,Plant 4
3747,10/6/2022,Meal 1,Moisture,4.7,%,Plant 4
3747,10/6/2022,Meal 1,Protein,67.39,%,Plant 4
3748,10/6/2022,Meal 1,Ash,12.3,%,Plant 4
3748,10/6/2022,Meal 1,Fat,13.89,%,Plant 4
3748,10/6/2022,Meal 1,Moisture,4.67,%,Plant 4
3748,10/6/2022,Meal 1,Protein,66.34,%,Plant 4
3753,10/6/2022,Meal 1,Ash,12.71,%,Plant 4
3753,10/6/2022,Meal 1,Fat,13.78,%,Plant 4
3753,10/6/2022,Meal 1,Moisture,4.46,%,Plant 4
3753,10/6/2022,Meal 1,Protein,65.74,%,Plant 4
3780,10/6/2022,Meal 1,Ash,11.6,%,Plant 3
3780,10/6/2022,Meal 1,Fat,14.61,%,Plant 3
3780,10/6/2022,Meal 1,Moisture,2.75,%,Plant 3
3780,10/6/2022,Meal 1,Protein,68.13,%,Plant 3
3785,10/6/2022,Meal 1,Ash,12.39,%,Plant 3
3785,10/6/2022,Meal 1,Fat,13.61,%,Plant 3
3785,10/6/2022,Meal 1,Moisture,3.67,%,Plant 3
3785,10/6/2022,Meal 1,Protein,67.74,%,Plant 3
3789,10/6/2022,Meal 1,Ash,13.04,%,Plant 5
3789,10/6/2022,Meal 1,Fat,12.32,%,Plant 5
3789,10/6/2022,Meal 1,Moisture,4.77,%,Plant 5
3789,10/6/2022,Meal 1,Protein,69.06,%,Plant 5
3801,10/6/2022,Meal 1,Ash,10.52,%,Plant 6
3801,10/6/2022,Meal 1,Fat,10.78,%,Plant 6
3801,10/6/2022,Meal 1,Moisture,4.2,%,Plant 6
3801,10/6/2022,Meal 1,Protein,70.9,%,Plant 6
14,10/7/2022,Meal 1,Peroxide,3.19,MEQ/kg,Plant 4
15,10/7/2022,Meal 1,Peroxide,4.6,MEQ/kg,Plant 4
394,10/7/2022,Meal 5,Ash,26.17,%,Plant 2
394,10/7/2022,Meal 5,Fat,13.62,%,Plant 2
394,10/7/2022,Meal 5,Moisture,6.74,%,Plant 2
394,10/7/2022,Meal 5,Protein,42.53,%,Plant 2
395,10/7/2022,Meal 5,Ash,26.63,%,Plant 2
395,10/7/2022,Meal 5,Fat,13.31,%,Plant 2
395,10/7/2022,Meal 5,Moisture,6.66,%,Plant 2
395,10/7/2022,Meal 5,Protein,40.51,%,Plant 2
396,10/7/2022,Meal 5,Ash,26.71,%,Plant 2
396,10/7/2022,Meal 5,Fat,13.53,%,Plant 2
396,10/7/2022,Meal 5,Moisture,6.53,%,Plant 2
396,10/7/2022,Meal 5,Protein,42.11,%,Plant 2
397,10/7/2022,Meal 3,Ash,10.61,%,Plant 2
397,10/7/2022,Meal 3,Ash,10.1,%,Plant 2
397,10/7/2022,Meal 3,Fat,14.46,%,Plant 2
397,10/7/2022,Meal 3,Moisture,3.84,%,Plant 2
397,10/7/2022,Meal 3,Protein,66.54,%,Plant 2
3719,10/7/2022,Meal 1,Ash,11.13,%,Plant 1
3719,10/7/2022,Meal 1,Protein,68.41,%,Plant 1
3719,10/7/2022,Meal 1,Moisture,3.95,%,Plant 1
3719,10/7/2022,Meal 1,Fat,12.11,%,Plant 1
3720,10/7/2022,Meal 1,Ash,10.22,%,Plant 1
3720,10/7/2022,Meal 1,Protein,68.05,%,Plant 1
3720,10/7/2022,Meal 1,Moisture,3.6,%,Plant 1
3720,10/7/2022,Meal 1,Fat,12.65,%,Plant 1
3721,10/7/2022,Meal 1,Ash,10.3,%,Plant 1
3721,10/7/2022,Meal 1,Protein,68.74,%,Plant 1
3721,10/7/2022,Meal 1,Moisture,4.23,%,Plant 1
3721,10/7/2022,Meal 1,Fat,12.57,%,Plant 1
3723,10/7/2022,Meal 1,Ash,11.76,%,Plant 1
3723,10/7/2022,Meal 1,Protein,69.13,%,Plant 1
3723,10/7/2022,Meal 1,Moisture,3.71,%,Plant 1
3723,10/7/2022,Meal 1,Fat,11.63,%,Plant 1
3724,10/7/2022,Meal 1,Ash,11.97,%,Plant 1
3724,10/7/2022,Meal 1,Protein,69.06,%,Plant 1
3724,10/7/2022,Meal 1,Moisture,3.29,%,Plant 1
3724,10/7/2022,Meal 1,Fat,12.54,%,Plant 1
3726,10/7/2022,Meal 1,Ash,11.3,%,Plant 1
3726,10/7/2022,Meal 1,Protein,67.99,%,Plant 1
3726,10/7/2022,Meal 1,Moisture,4.45,%,Plant 1
3726,10/7/2022,Meal 1,Fat,12.38,%,Plant 1
3727,10/7/2022,Meal 1,Ash,11.2,%,Plant 1
3727,10/7/2022,Meal 1,Protein,67.82,%,Plant 1
3727,10/7/2022,Meal 1,Moisture,4.02,%,Plant 1
3727,10/7/2022,Meal 1,Fat,11.92,%,Plant 1
3738,10/7/2022,Meal 1,Ash,11.55,%,Plant 1
3738,10/7/2022,Meal 1,Fat,12.57,%,Plant 1
3738,10/7/2022,Meal 1,Moisture,4.24,%,Plant 1
3738,10/7/2022,Meal 1,Protein,67.28,%,Plant 1
3749,10/7/2022,Meal 1,Ash,12.3,%,Plant 4
3749,10/7/2022,Meal 1,Fat,14.49,%,Plant 4
3749,10/7/2022,Meal 1,Moisture,4.66,%,Plant 4
3749,10/7/2022,Meal 1,Protein,66.44,%,Plant 4
3750,10/7/2022,Meal 1,Ash,12.33,%,Plant 4
3750,10/7/2022,Meal 1,Moisture,4.61,%,Plant 4
3750,10/7/2022,Meal 1,Fat,13.79,%,Plant 4
3750,10/7/2022,Meal 1,Protein,66.45,%,Plant 4
3754,10/7/2022,Meal 1,Ash,12.22,%,Plant 4
3754,10/7/2022,Meal 1,Fat,14.01,%,Plant 4
3754,10/7/2022,Meal 1,Moisture,4.37,%,Plant 4
3754,10/7/2022,Meal 1,Protein,65.76,%,Plant 4
3781,10/7/2022,Meal 1,Ash,11.73,%,Plant 3
3781,10/7/2022,Meal 1,Fat,13.33,%,Plant 3
3781,10/7/2022,Meal 1,Moisture,4.05,%,Plant 3
3781,10/7/2022,Meal 1,Protein,67.03,%,Plant 3
3782,10/7/2022,Meal 1,Ash,11.32,%,Plant 3
3782,10/7/2022,Meal 1,Fat,13.58,%,Plant 3
3782,10/7/2022,Meal 1,Moisture,3.26,%,Plant 3
3782,10/7/2022,Meal 1,Protein,69.77,%,Plant 3
3786,10/7/2022,Meal 1,Ash,12.89,%,Plant 3
3786,10/7/2022,Meal 1,Fat,13.9,%,Plant 3
3786,10/7/2022,Meal 1,Moisture,3.4,%,Plant 3
3786,10/7/2022,Meal 1,Protein,67.55,%,Plant 3
3788,10/7/2022,Meal 1,Ash,12.6,%,Plant 5
3788,10/7/2022,Meal 1,Fat,12.62,%,Plant 5
3788,10/7/2022,Meal 1,Moisture,4.93,%,Plant 5
3788,10/7/2022,Meal 1,Protein,67.51,%,Plant 5
3798,10/7/2022,Meal 1,Ash,11.15,%,Plant 6
3798,10/7/2022,Meal 1,Fat,11.73,%,Plant 6
3798,10/7/2022,Meal 1,Moisture,4.41,%,Plant 6
3798,10/7/2022,Meal 1,Protein,70.94,%,Plant 6
3800,10/7/2022,Meal 1,Ash,11.54,%,Plant 6
3800,10/7/2022,Meal 1,Fat,12.17,%,Plant 6
3800,10/7/2022,Meal 1,Moisture,4.44,%,Plant 6
3800,10/7/2022,Meal 1,Protein,68.53,%,Plant 6
398,10/8/2022,Meal 3,Protein,69.19,%,Plant 2
398,10/8/2022,Meal 3,Protein,69.5,%,Plant 2
398,10/8/2022,Meal 3,Ash,10.53,%,Plant 2
398,10/8/2022,Meal 3,Ash,9.99,%,Plant 2
398,10/8/2022,Meal 3,Fat,14.57,%,Plant 2
398,10/8/2022,Meal 3,Moisture,3.91,%,Plant 2
398,10/8/2022,Meal 3,Protein,69.5,%,Plant 2
3757,10/8/2022,Meal 1,Ash,10.89,%,Plant 1
3757,10/8/2022,Meal 1,Fat,12.97,%,Plant 1
3757,10/8/2022,Meal 1,Moisture,4.72,%,Plant 1
3757,10/8/2022,Meal 1,Protein,65.74,%,Plant 1
3758,10/8/2022,Meal 1,Ash,11.35,%,Plant 1
3758,10/8/2022,Meal 1,Fat,13.31,%,Plant 1
3758,10/8/2022,Meal 1,Moisture,4.95,%,Plant 1
