Sample,Sample_Date,Product,Test,Result,UOM,Plant
3758,10/8/2022,Meal 1,Protein,65.71,%,Plant 1
3761,10/8/2022,Meal 1,Ash,11.3,%,Plant 1
3761,10/8/2022,Meal 1,Fat,12.28,%,Plant 1
3761,10/8/2022,Meal 1,Moisture,5.04,%,Plant 1
3761,10/8/2022,Meal 1,Protein,67.49,%,Plant 1
3787,10/8/2022,Meal 1,Ash,11.17,%,Plant 3
3787,10/8/2022,Meal 1,Fat,15.31,%,Plant 3
3787,10/8/2022,Meal 1,Moisture,5.15,%,Plant 3
3787,10/8/2022,Meal 1,Protein,66.14,%,Plant 3
3787,10/8/2022,Meal 1,Protein,65.91,%,Plant 3
3728,10/9/2022,Meal 1,Ash,11.13,%,Plant 1
3728,10/9/2022,Meal 1,Peroxide,1.46,MEQ/kg,Plant 1
3728,10/9/2022,Meal 1,Fat,13.04,%,Plant 1
3728,10/9/2022,Meal 1,Moisture,4.48,%,Plant 1
3728,10/9/2022,Meal 1,Protein,66.4,%,Plant 1
3756,10/9/2022,Meal 1,Ash,11.19,%,Plant 1
3756,10/9/2022,Meal 1,Fat,13.72,%,Plant 1
3756,10/9/2022,Meal 1,Moisture,5.53,%,Plant 1
3756,10/9/2022,Meal 1,Protein,66.25,%,Plant 1
399,10/10/2022,Meal 2,Protein,67.69,%,Plant 2
399,10/10/2022,Meal 2,Ash,10.7,%,Plant 2
399,10/10/2022,Meal 2,Fat,15.01,%,Plant 2
399,10/10/2022,Meal 2,Moisture,4.05,%,Plant 2
399,10/10/2022,Meal 2,Protein,67.66,%,Plant 2
400,10/10/2022,Meal 2,Ash,11.34,%,Plant 2
400,10/10/2022,Meal 2,Fat,14.43,%,Plant 2
400,10/10/2022,Meal 2,Moisture,3.99,%,Plant 2
400,10/10/2022,Meal 2,Protein,68.11,%,Plant 2
401,10/10/2022,Meal 2,Protein,67.94,%,Plant 2
401,10/10/2022,Meal 2,Ash,12.2,%,Plant 2
401,10/10/2022,Meal 2,Fat,14.18,%,Plant 2
401,10/10/2022,Meal 2,Moisture,3.59,%,Plant 2
401,10/10/2022,Meal 2,Protein,67.94,%,Plant 2
402,10/10/2022,Meal 2,Ash,11.64,%,Plant 2
402,10/10/2022,Meal 2,Fat,15.17,%,Plant 2
402,10/10/2022,Meal 2,Moisture,3.75,%,Plant 2
402,10/10/2022,Meal 2,Protein,67.56,%,Plant 2
403,10/10/2022,Meal 1,Ash,11.5,%,Plant 2
403,10/10/2022,Meal 1,Fat,15.55,%,Plant 2
403,10/10/2022,Meal 1,Moisture,3.48,%,Plant 2
403,10/10/2022,Meal 1,Protein,65.14,%,Plant 2
3729,10/10/2022,Meal 1,Ash,11.56,%,Plant 1
3729,10/10/2022,Meal 1,Peroxide,1.43,MEQ/kg,Plant 1
3729,10/10/2022,Meal 1,Fat,12.73,%,Plant 1
3729,10/10/2022,Meal 1,Moisture,4.83,%,Plant 1
3729,10/10/2022,Meal 1,Protein,66.37,%,Plant 1
3802,10/10/2022,Meal 1,Ash,12.87,%,Plant 6
3802,10/10/2022,Meal 1,Fat,12.52,%,Plant 6
3802,10/10/2022,Meal 1,Moisture,3.88,%,Plant 6
3802,10/10/2022,Meal 1,Protein,68.51,%,Plant 6
3824,10/10/2022,Meal 1,Ash,13.09,%,Plant 3
3824,10/10/2022,Meal 1,Fat,13.63,%,Plant 3
3824,10/10/2022,Meal 1,Protein,68.38,%,Plant 3
3824,10/10/2022,Meal 1,Moisture,2.96,%,Plant 3
3825,10/10/2022,Meal 1,Ash,12.17,%,Plant 3
3825,10/10/2022,Meal 1,Fat,14.6,%,Plant 3
3825,10/10/2022,Meal 1,Protein,67.16,%,Plant 3
3825,10/10/2022,Meal 1,Moisture,3.85,%,Plant 3
3826,10/10/2022,Meal 1,Ash,11.31,%,Plant 3
3826,10/10/2022,Meal 1,Fat,14.33,%,Plant 3
3826,10/10/2022,Meal 1,Protein,69.15,%,Plant 3
3826,10/10/2022,Meal 1,Moisture,3.56,%,Plant 3
3841,10/10/2022,Meal 1,Ash,11.72,%,Plant 3
3841,10/10/2022,Meal 1,Fat,12.96,%,Plant 3
3841,10/10/2022,Meal 1,Protein,69.33,%,Plant 3
3841,10/10/2022,Meal 1,Moisture,3.68,%,Plant 3
3841,10/10/2022,Meal 1,Peroxide,2.78,MEQ/kg,Plant 3
3842,10/10/2022,Meal 1,Ash,13.1,%,Plant 3
3842,10/10/2022,Meal 1,Fat,12.84,%,Plant 3
3842,10/10/2022,Meal 1,Protein,67.27,%,Plant 3
3842,10/10/2022,Meal 1,Moisture,4.17,%,Plant 3
3850,10/10/2022,Meal 1,Ash,12.97,%,Plant 5
3850,10/10/2022,Meal 1,Fat,12.39,%,Plant 5
3850,10/10/2022,Meal 1,Protein,66.54,%,Plant 5
3850,10/10/2022,Meal 1,Moisture,4.95,%,Plant 5
3851,10/10/2022,Meal 1,Ash,12.21,%,Plant 4
3851,10/10/2022,Meal 1,Fat,13.16,%,Plant 4
3851,10/10/2022,Meal 1,Protein,66.68,%,Plant 4
3851,10/10/2022,Meal 1,Moisture,3.59,%,Plant 4
3851,10/10/2022,Meal 1,Peroxide,2.98,MEQ/kg,Plant 4
3886,10/10/2022,Meal 1,Ash,12.56,%,Plant 4
3886,10/10/2022,Meal 1,Fat,13.18,%,Plant 4
3886,10/10/2022,Meal 1,Moisture,4.07,%,Plant 4
3886,10/10/2022,Meal 1,Protein,67.36,%,Plant 4
3911,10/10/2022,Meal 1,Ash,13.45,%,Plant 4
3911,10/10/2022,Meal 1,Fat,14.85,%,Plant 4
3911,10/10/2022,Meal 1,Moisture,3.83,%,Plant 4
3911,10/10/2022,Meal 1,Protein,66.3,%,Plant 4
404,10/11/2022,Meal 2,Ash,11.89,%,Plant 2
404,10/11/2022,Meal 2,Fat,15.06,%,Plant 2
404,10/11/2022,Meal 2,Moisture,4.49,%,Plant 2
404,10/11/2022,Meal 2,Protein,67.04,%,Plant 2
405,10/11/2022,Meal 2,Ash,11.25,%,Plant 2
405,10/11/2022,Meal 2,Fat,14.67,%,Plant 2
405,10/11/2022,Meal 2,Moisture,4.03,%,Plant 2
405,10/11/2022,Meal 2,Protein,67.88,%,Plant 2
406,10/11/2022,Meal 2,Ash,11.65,%,Plant 2
406,10/11/2022,Meal 2,Fat,14.84,%,Plant 2
406,10/11/2022,Meal 2,Moisture,3.99,%,Plant 2
406,10/11/2022,Meal 2,Protein,67.83,%,Plant 2
407,10/11/2022,Meal 2,Ash,12.01,%,Plant 2
407,10/11/2022,Meal 2,Fat,14.12,%,Plant 2
407,10/11/2022,Meal 2,Moisture,4.12,%,Plant 2
407,10/11/2022,Meal 2,Protein,68.04,%,Plant 2
408,10/11/2022,Meal 2,Ash,11.73,%,Plant 2
408,10/11/2022,Meal 2,Fat,15.06,%,Plant 2
408,10/11/2022,Meal 2,Moisture,4.32,%,Plant 2
408,10/11/2022,Meal 2,Protein,67.11,%,Plant 2
408,10/11/2022,Meal 2,Protein,67.13,%,Plant 2
409,10/11/2022,Meal 2,Ash,12.7,%,Plant 2
409,10/11/2022,Meal 2,Fat,14,%,Plant 2
409,10/11/2022,Meal 2,Moisture,3.87,%,Plant 2
409,10/11/2022,Meal 2,Protein,66.18,%,Plant 2
410,10/11/2022,Meal 1,Ash,11.87,%,Plant 2
410,10/11/2022,Meal 1,Fat,13.81,%,Plant 2
410,10/11/2022,Meal 1,Moisture,3.82,%,Plant 2
410,10/11/2022,Meal 1,Protein,68.84,%,Plant 2
411,10/11/2022,Meal 1,Ash,12.78,%,Plant 2
411,10/11/2022,Meal 1,Fat,14.09,%,Plant 2
411,10/11/2022,Meal 1,Moisture,4.15,%,Plant 2
411,10/11/2022,Meal 1,Protein,66.03,%,Plant 2
3739,10/11/2022,Meal 1,Ash,11.51,%,Plant 1
3739,10/11/2022,Meal 1,Peroxide,1.69,MEQ/kg,Plant 1
3739,10/11/2022,Meal 1,Fat,12.48,%,Plant 1
3739,10/11/2022,Meal 1,Moisture,4.49,%,Plant 1
3739,10/11/2022,Meal 1,Protein,66.84,%,Plant 1
3740,10/11/2022,Meal 1,Ash,11.14,%,Plant 1
3740,10/11/2022,Meal 1,Fat,13.58,%,Plant 1
3740,10/11/2022,Meal 1,Moisture,5.09,%,Plant 1
3740,10/11/2022,Meal 1,Protein,67.85,%,Plant 1
3763,10/11/2022,Meal 1,Ash,11.07,%,Plant 1
3763,10/11/2022,Meal 1,Fat,12.84,%,Plant 1
3763,10/11/2022,Meal 1,Moisture,4.74,%,Plant 1
3763,10/11/2022,Meal 1,Protein,70.04,%,Plant 1
3799,10/11/2022,Meal 1,Ash,11.57,%,Plant 6
3799,10/11/2022,Meal 1,Fat,12.75,%,Plant 6
3799,10/11/2022,Meal 1,Moisture,4.09,%,Plant 6
3799,10/11/2022,Meal 1,Protein,66.87,%,Plant 6
3803,10/11/2022,Meal 1,Ash,11.18,%,Plant 6
3803,10/11/2022,Meal 1,Fat,13.79,%,Plant 6
3803,10/11/2022,Meal 1,Moisture,4.13,%,Plant 6
3803,10/11/2022,Meal 1,Protein,69.6,%,Plant 6
3828,10/11/2022,Meal 1,Ash,12.92,%,Plant 3
3828,10/11/2022,Meal 1,Fat,13.11,%,Plant 3
3828,10/11/2022,Meal 1,Protein,68.82,%,Plant 3
3828,10/11/2022,Meal 1,Moisture,3.82,%,Plant 3
3829,10/11/2022,Meal 1,Ash,13.72,%,Plant 3
3829,10/11/2022,Meal 1,Fat,12.4,%,Plant 3
3829,10/11/2022,Meal 1,Protein,67.59,%,Plant 3
3829,10/11/2022,Meal 1,Moisture,4.19,%,Plant 3
3830,10/11/2022,Meal 1,Ash,13.66,%,Plant 3
3830,10/11/2022,Meal 1,Fat,11.97,%,Plant 3
3830,10/11/2022,Meal 1,Protein,69.73,%,Plant 3
3830,10/11/2022,Meal 1,Moisture,3.36,%,Plant 3
3843,10/11/2022,Meal 1,Ash,13.02,%,Plant 3
3843,10/11/2022,Meal 1,Fat,12.61,%,Plant 3
3843,10/11/2022,Meal 1,Protein,67.52,%,Plant 3
3843,10/11/2022,Meal 1,Moisture,3.98,%,Plant 3
3843,10/11/2022,Meal 1,Peroxide,3.53,MEQ/kg,Plant 3
3849,10/11/2022,Meal 1,Ash,12.83,%,Plant 5
3849,10/11/2022,Meal 1,Fat,12.16,%,Plant 5
3849,10/11/2022,Meal 1,Protein,68.05,%,Plant 5
3849,10/11/2022,Meal 1,Moisture,5.23,%,Plant 5
3852,10/11/2022,Meal 1,Ash,12.02,%,Plant 4
3852,10/11/2022,Meal 1,Fat,12.83,%,Plant 4
3852,10/11/2022,Meal 1,Protein,66.23,%,Plant 4
3852,10/11/2022,Meal 1,Moisture,3.95,%,Plant 4
3852,10/11/2022,Meal 1,Peroxide,148.08,MEQ/kg,Plant 4
3853,10/11/2022,Meal 1,Ash,11.62,%,Plant 4
3853,10/11/2022,Meal 1,Fat,14.13,%,Plant 4
3853,10/11/2022,Meal 1,Protein,65.1,%,Plant 4
3853,10/11/2022,Meal 1,Moisture,4.51,%,Plant 4
3873,10/11/2022,Meal 1,Ash,11.89,%,Plant 4
3873,10/11/2022,Meal 1,Fat,12.77,%,Plant 4
3873,10/11/2022,Meal 1,Moisture,4.06,%,Plant 4
3873,10/11/2022,Meal 1,Protein,66.54,%,Plant 4
3874,10/11/2022,Meal 1,Ash,13.3,%,Plant 4
3874,10/11/2022,Meal 1,Moisture,4.93,%,Plant 4
3874,10/11/2022,Meal 1,Protein,67.23,%,Plant 4
3874,10/11/2022,Meal 1,Fat,11.13,%,Plant 4
3875,10/11/2022,Meal 1,Ash,11.81,%,Plant 4
3875,10/11/2022,Meal 1,Fat,13.12,%,Plant 4
3875,10/11/2022,Meal 1,Moisture,4.04,%,Plant 4
3875,10/11/2022,Meal 1,Protein,66.67,%,Plant 4
3876,10/11/2022,Meal 1,Ash,11.85,%,Plant 4
3876,10/11/2022,Meal 1,Fat,12.77,%,Plant 4
3876,10/11/2022,Meal 1,Moisture,4.22,%,Plant 4
3876,10/11/2022,Meal 1,Protein,66.64,%,Plant 4
3887,10/11/2022,Meal 1,Ash,12.14,%,Plant 4
3887,10/11/2022,Meal 1,Fat,13.58,%,Plant 4
3887,10/11/2022,Meal 1,Moisture,4.18,%,Plant 4
3887,10/11/2022,Meal 1,Protein,67.4,%,Plant 4
3912,10/11/2022,Meal 1,Ash,11.82,%,Plant 4
3912,10/11/2022,Meal 1,Fat,14.83,%,Plant 4
3912,10/11/2022,Meal 1,Moisture,3.84,%,Plant 4
3912,10/11/2022,Meal 1,Protein,67.26,%,Plant 4
16,10/12/2022,Meal 1,Peroxide,5.75,MEQ/kg,Plant 4
17,10/12/2022,Meal 1,Peroxide,3.21,MEQ/kg,Plant 4
412,10/12/2022,Meal 2,Ash,11.84,%,Plant 2
412,10/12/2022,Meal 2,Fat,13.96,%,Plant 2
412,10/12/2022,Meal 2,Moisture,3.99,%,Plant 2
412,10/12/2022,Meal 2,Protein,66.55,%,Plant 2
412,10/12/2022,Meal 2,Protein,68.5,%,Plant 2
412,10/12/2022,Meal 2,Protein,66.56,%,Plant 2
413,10/12/2022,Meal 2,Ash,12.09,%,Plant 2
413,10/12/2022,Meal 2,Fat,13.8,%,Plant 2
413,10/12/2022,Meal 2,Moisture,3.98,%,Plant 2
413,10/12/2022,Meal 2,Protein,67.79,%,Plant 2
414,10/12/2022,Meal 2,Ash,11.31,%,Plant 2
414,10/12/2022,Meal 2,Fat,13.56,%,Plant 2
414,10/12/2022,Meal 2,Moisture,3.97,%,Plant 2
414,10/12/2022,Meal 2,Protein,69.19,%,Plant 2
415,10/12/2022,Meal 2,Ash,11.36,%,Plant 2
415,10/12/2022,Meal 2,Fat,14.51,%,Plant 2
415,10/12/2022,Meal 2,Moisture,3.69,%,Plant 2
415,10/12/2022,Meal 2,Protein,67.27,%,Plant 2
416,10/12/2022,Meal 1,Ash,12.02,%,Plant 2
416,10/12/2022,Meal 1,Fat,14.9,%,Plant 2
416,10/12/2022,Meal 1,Moisture,3.54,%,Plant 2
416,10/12/2022,Meal 1,Protein,66.3,%,Plant 2
417,10/12/2022,Meal 1,Ash,11.66,%,Plant 2
417,10/12/2022,Meal 1,Fat,13.24,%,Plant 2
417,10/12/2022,Meal 1,Moisture,3.3,%,Plant 2
417,10/12/2022,Meal 1,Protein,70.64,%,Plant 2
418,10/12/2022,Meal 2,Ash,11.45,%,Plant 2
418,10/12/2022,Meal 2,Fat,13.74,%,Plant 2
418,10/12/2022,Meal 2,Moisture,3.95,%,Plant 2
418,10/12/2022,Meal 2,Protein,67.86,%,Plant 2
419,10/12/2022,Meal 2,Ash,11.57,%,Plant 2
419,10/12/2022,Meal 2,Fat,13.73,%,Plant 2
419,10/12/2022,Meal 2,Moisture,3.75,%,Plant 2
419,10/12/2022,Meal 2,Protein,67.43,%,Plant 2
3755,10/12/2022,Meal 1,Ash,10.76,%,Plant 1
3755,10/12/2022,Meal 1,Peroxide,2.22,MEQ/kg,Plant 1
3755,10/12/2022,Meal 1,Fat,12.29,%,Plant 1
3755,10/12/2022,Meal 1,Moisture,4.65,%,Plant 1
3755,10/12/2022,Meal 1,Protein,67.01,%,Plant 1
3762,10/12/2022,Meal 1,Ash,10.71,%,Plant 1
3762,10/12/2022,Meal 1,Fat,13.19,%,Plant 1
3762,10/12/2022,Meal 1,Moisture,5.05,%,Plant 1
3762,10/12/2022,Meal 1,Protein,67.18,%,Plant 1
3764,10/12/2022,Meal 1,Ash,11.3,%,Plant 1
3764,10/12/2022,Meal 1,Fat,12.13,%,Plant 1
3764,10/12/2022,Meal 1,Moisture,4.97,%,Plant 1
3764,10/12/2022,Meal 1,Protein,67.39,%,Plant 1
3765,10/12/2022,Meal 1,Ash,11.86,%,Plant 1
3765,10/12/2022,Meal 1,Fat,12.83,%,Plant 1
3765,10/12/2022,Meal 1,Moisture,3.75,%,Plant 1
3765,10/12/2022,Meal 1,Protein,67.88,%,Plant 1
3766,10/12/2022,Meal 1,Ash,10.75,%,Plant 1
3766,10/12/2022,Meal 1,Fat,13.91,%,Plant 1
3766,10/12/2022,Meal 1,Moisture,4.26,%,Plant 1
3766,10/12/2022,Meal 1,Protein,66.31,%,Plant 1
3827,10/12/2022,Meal 1,Ash,11.61,%,Plant 3
3827,10/12/2022,Meal 1,Fat,14.07,%,Plant 3
3827,10/12/2022,Meal 1,Protein,68.86,%,Plant 3
3827,10/12/2022,Meal 1,Moisture,2.69,%,Plant 3
3831,10/12/2022,Meal 1,Ash,12.15,%,Plant 3
3831,10/12/2022,Meal 1,Fat,13.26,%,Plant 3
3831,10/12/2022,Meal 1,Protein,67.13,%,Plant 3
3831,10/12/2022,Meal 1,Moisture,4.16,%,Plant 3
3832,10/12/2022,Meal 1,Ash,12.69,%,Plant 3
3832,10/12/2022,Meal 1,Fat,12.88,%,Plant 3
3832,10/12/2022,Meal 1,Protein,68.04,%,Plant 3
3832,10/12/2022,Meal 1,Moisture,3.42,%,Plant 3
3834,10/12/2022,Meal 1,Ash,12.14,%,Plant 3
3834,10/12/2022,Meal 1,Fat,13.06,%,Plant 3
3834,10/12/2022,Meal 1,Protein,68.32,%,Plant 3
3834,10/12/2022,Meal 1,Moisture,3.89,%,Plant 3
3848,10/12/2022,Meal 1,Ash,12.29,%,Plant 5
3848,10/12/2022,Meal 1,Fat,12.27,%,Plant 5
3848,10/12/2022,Meal 1,Protein,67.21,%,Plant 5
3848,10/12/2022,Meal 1,Moisture,5.48,%,Plant 5
3881,10/12/2022,Meal 1,Ash,11.57,%,Plant 4
3881,10/12/2022,Meal 1,Fat,13.27,%,Plant 4
3881,10/12/2022,Meal 1,Moisture,4.09,%,Plant 4
3881,10/12/2022,Meal 1,Protein,67.29,%,Plant 4
3882,10/12/2022,Meal 1,Ash,11.47,%,Plant 4
3882,10/12/2022,Meal 1,Fat,12.46,%,Plant 4
3882,10/12/2022,Meal 1,Moisture,4.22,%,Plant 4
3882,10/12/2022,Meal 1,Protein,68.31,%,Plant 4
3888,10/12/2022,Meal 1,Ash,11.53,%,Plant 4
3888,10/12/2022,Meal 1,Fat,13.32,%,Plant 4
3888,10/12/2022,Meal 1,Moisture,4.23,%,Plant 4
3888,10/12/2022,Meal 1,Protein,67.83,%,Plant 4
3913,10/12/2022,Meal 1,Ash,12.67,%,Plant 4
3913,10/12/2022,Meal 1,Fat,15.11,%,Plant 4
3913,10/12/2022,Meal 1,Moisture,3.94,%,Plant 4
3913,10/12/2022,Meal 1,Protein,65.43,%,Plant 4
3913,10/12/2022,Meal 1,Protein,66.93,%,Plant 4
4088,10/12/2022,Meal 1,Fat,12.76,%,Plant 1
420,10/13/2022,Meal 2,Ash,11.26,%,Plant 2
420,10/13/2022,Meal 2,Fat,15.4,%,Plant 2
420,10/13/2022,Meal 2,Moisture,4.07,%,Plant 2
420,10/13/2022,Meal 2,Protein,67.5,%,Plant 2
421,10/13/2022,Meal 2,Ash,11.93,%,Plant 2
421,10/13/2022,Meal 2,Fat,14.62,%,Plant 2
421,10/13/2022,Meal 2,Moisture,4.13,%,Plant 2
421,10/13/2022,Meal 2,Protein,67.63,%,Plant 2
422,10/13/2022,Meal 2,Ash,11.88,%,Plant 2
422,10/13/2022,Meal 2,Fat,15.3,%,Plant 2
422,10/13/2022,Meal 2,Moisture,4.28,%,Plant 2
422,10/13/2022,Meal 2,Protein,65,%,Plant 2
422,10/13/2022,Meal 2,Protein,65.34,%,Plant 2
422,10/13/2022,Meal 2,Protein,65.31,%,Plant 2
423,10/13/2022,Meal 2,Ash,11.2,%,Plant 2
423,10/13/2022,Meal 2,Fat,14.86,%,Plant 2
423,10/13/2022,Meal 2,Moisture,4.09,%,Plant 2
423,10/13/2022,Meal 2,Protein,66.99,%,Plant 2
423,10/13/2022,Meal 2,Protein,67,%,Plant 2
426,10/13/2022,Meal 3,Ash,10.46,%,Plant 2
426,10/13/2022,Meal 3,Ash,10.5,%,Plant 2
426,10/13/2022,Meal 3,Fat,14.01,%,Plant 2
426,10/13/2022,Meal 3,Moisture,4.2,%,Plant 2
426,10/13/2022,Meal 3,Protein,68.24,%,Plant 2
428,10/13/2022,Meal 1,Ash,10.41,%,Plant 2
428,10/13/2022,Meal 1,Fat,15.49,%,Plant 2
428,10/13/2022,Meal 1,Moisture,4.18,%,Plant 2
428,10/13/2022,Meal 1,Protein,65.45,%,Plant 2
3759,10/13/2022,Meal 1,Ash,10.77,%,Plant 1
3759,10/13/2022,Meal 1,Fat,12.9,%,Plant 1
3759,10/13/2022,Meal 1,Moisture,5.56,%,Plant 1
3759,10/13/2022,Meal 1,Protein,65.9,%,Plant 1
3760,10/13/2022,Meal 1,Ash,10.83,%,Plant 1
3760,10/13/2022,Meal 1,Fat,12.81,%,Plant 1
3760,10/13/2022,Meal 1,Moisture,4.76,%,Plant 1
3760,10/13/2022,Meal 1,Protein,68.89,%,Plant 1
3767,10/13/2022,Meal 1,Ash,12.45,%,Plant 1
3767,10/13/2022,Meal 1,Fat,11.35,%,Plant 1
3767,10/13/2022,Meal 1,Moisture,3.8,%,Plant 1
3767,10/13/2022,Meal 1,Protein,67.72,%,Plant 1
3768,10/13/2022,Meal 1,Ash,12.48,%,Plant 1
3768,10/13/2022,Meal 1,Fat,13.48,%,Plant 1
3768,10/13/2022,Meal 1,Moisture,4.85,%,Plant 1
3768,10/13/2022,Meal 1,Protein,66.65,%,Plant 1
3770,10/13/2022,Meal 1,Ash,11.78,%,Plant 1
3770,10/13/2022,Meal 1,Fat,11.57,%,Plant 1
3770,10/13/2022,Meal 1,Moisture,3.84,%,Plant 1
3770,10/13/2022,Meal 1,Protein,69.16,%,Plant 1
3771,10/13/2022,Meal 1,Ash,10.79,%,Plant 1
3771,10/13/2022,Meal 1,Fat,12.5,%,Plant 1
3771,10/13/2022,Meal 1,Moisture,3.68,%,Plant 1
3771,10/13/2022,Meal 1,Protein,69.08,%,Plant 1
3772,10/13/2022,Meal 1,Ash,11.75,%,Plant 1
3772,10/13/2022,Meal 1,Fat,12.29,%,Plant 1
3772,10/13/2022,Meal 1,Moisture,3.96,%,Plant 1
3772,10/13/2022,Meal 1,Protein,68.48,%,Plant 1
3810,10/13/2022,Meal 1,Ash,11.28,%,Plant 1
3810,10/13/2022,Meal 1,Fat,12.5,%,Plant 1
3810,10/13/2022,Meal 1,Moisture,4.49,%,Plant 1
3810,10/13/2022,Meal 1,Protein,66.39,%,Plant 1
3811,10/13/2022,Meal 1,Ash,11.66,%,Plant 1
3811,10/13/2022,Meal 1,Fat,13.82,%,Plant 1
3811,10/13/2022,Meal 1,Moisture,5.65,%,Plant 1
3811,10/13/2022,Meal 1,Protein,65.89,%,Plant 1
3833,10/13/2022,Meal 1,Ash,12.45,%,Plant 3
3833,10/13/2022,Meal 1,Fat,13.83,%,Plant 3
3833,10/13/2022,Meal 1,Protein,68.05,%,Plant 3
3833,10/13/2022,Meal 1,Moisture,3.28,%,Plant 3
3835,10/13/2022,Meal 1,Ash,11.25,%,Plant 3
3835,10/13/2022,Meal 1,Fat,14.17,%,Plant 3
3835,10/13/2022,Meal 1,Protein,67.58,%,Plant 3
3835,10/13/2022,Meal 1,Moisture,3.02,%,Plant 3
3836,10/13/2022,Meal 1,Ash,12.11,%,Plant 3
3836,10/13/2022,Meal 1,Fat,13.61,%,Plant 3
3836,10/13/2022,Meal 1,Protein,66.89,%,Plant 3
3836,10/13/2022,Meal 1,Moisture,4.14,%,Plant 3
3837,10/13/2022,Meal 1,Ash,9.71,%,Plant 3
3837,10/13/2022,Meal 1,Fat,12.79,%,Plant 3
3837,10/13/2022,Meal 1,Protein,68.31,%,Plant 3
3837,10/13/2022,Meal 1,Moisture,3.89,%,Plant 3
3854,10/13/2022,Meal 1,Ash,13.28,%,Plant 4
3854,10/13/2022,Meal 1,Fat,14.47,%,Plant 4
3854,10/13/2022,Meal 1,Moisture,3.67,%,Plant 4
3854,10/13/2022,Meal 1,Peroxide,4.13,MEQ/kg,Plant 4
3854,10/13/2022,Meal 1,Protein,65.56,%,Plant 4
3855,10/13/2022,Meal 1,Ash,12.08,%,Plant 4
3855,10/13/2022,Meal 1,Fat,13.77,%,Plant 4
3855,10/13/2022,Meal 1,Protein,66.2,%,Plant 4
3855,10/13/2022,Meal 1,Moisture,3.92,%,Plant 4
3866,10/13/2022,Meal 1,Ash,13.03,%,Plant 6
3866,10/13/2022,Meal 1,Fat,11.7,%,Plant 6
3866,10/13/2022,Meal 1,Moisture,4.11,%,Plant 6
3866,10/13/2022,Meal 1,Protein,68.38,%,Plant 6
3869,10/13/2022,Meal 1,Ash,12.65,%,Plant 6
3869,10/13/2022,Meal 1,Fat,11.34,%,Plant 6
3869,10/13/2022,Meal 1,Moisture,3.5,%,Plant 6
3869,10/13/2022,Meal 1,Protein,69.33,%,Plant 6
3883,10/13/2022,Meal 1,Ash,12.1,%,Plant 4
3883,10/13/2022,Meal 1,Fat,13.21,%,Plant 4
3883,10/13/2022,Meal 1,Moisture,4.13,%,Plant 4
3883,10/13/2022,Meal 1,Protein,67.45,%,Plant 4
3884,10/13/2022,Meal 1,Ash,11.65,%,Plant 4
3884,10/13/2022,Meal 1,Fat,13.17,%,Plant 4
3884,10/13/2022,Meal 1,Moisture,4.15,%,Plant 4
3884,10/13/2022,Meal 1,Protein,67.26,%,Plant 4
3885,10/13/2022,Meal 1,Ash,12.68,%,Plant 4
3885,10/13/2022,Meal 1,Fat,13.38,%,Plant 4
3885,10/13/2022,Meal 1,Moisture,4.12,%,Plant 4
3885,10/13/2022,Meal 1,Protein,67.7,%,Plant 4
3889,10/13/2022,Meal 1,Ash,12.21,%,Plant 4
3889,10/13/2022,Meal 1,Fat,13.21,%,Plant 4
3889,10/13/2022,Meal 1,Moisture,4.98,%,Plant 4
3889,10/13/2022,Meal 1,Protein,66.26,%,Plant 4
3890,10/13/2022,Meal 1,Ash,10.48,%,Plant 4
3890,10/13/2022,Meal 1,Fat,13.33,%,Plant 4
3890,10/13/2022,Meal 1,Moisture,5.57,%,Plant 4
3890,10/13/2022,Meal 1,Protein,66.45,%,Plant 4
3914,10/13/2022,Meal 1,Ash,12.58,%,Plant 4
3914,10/13/2022,Meal 1,Fat,14.71,%,Plant 4
3914,10/13/2022,Meal 1,Moisture,3.71,%,Plant 4
3914,10/13/2022,Meal 1,Protein,65.58,%,Plant 4
3914,10/13/2022,Meal 1,Protein,64.81,%,Plant 4
3915,10/13/2022,Meal 1,Ash,12.35,%,Plant 4
3915,10/13/2022,Meal 1,Fat,14.57,%,Plant 4
3915,10/13/2022,Meal 1,Moisture,3.85,%,Plant 4
3915,10/13/2022,Meal 1,Protein,66.94,%,Plant 4
3915,10/13/2022,Meal 1,Protein,65.9,%,Plant 4
424,10/14/2022,Meal 5,Ash,28.63,%,Plant 2
424,10/14/2022,Meal 5,Fat,13.59,%,Plant 2
424,10/14/2022,Meal 5,Moisture,5.29,%,Plant 2
424,10/14/2022,Meal 5,Protein,45.6,%,Plant 2
425,10/14/2022,Meal 5,Ash,23.79,%,Plant 2
425,10/14/2022,Meal 5,Fat,14.32,%,Plant 2
425,10/14/2022,Meal 5,Moisture,6.57,%,Plant 2
425,10/14/2022,Meal 5,Protein,47.04,%,Plant 2
427,10/14/2022,Meal 3,Ash,10.4,%,Plant 2
427,10/14/2022,Meal 3,Ash,10.31,%,Plant 2
427,10/14/2022,Meal 3,Fat,14.24,%,Plant 2
427,10/14/2022,Meal 3,Moisture,4.21,%,Plant 2
427,10/14/2022,Meal 3,Protein,67.96,%,Plant 2
3769,10/14/2022,Meal 1,Ash,11.66,%,Plant 1
3769,10/14/2022,Meal 1,Fat,12.2,%,Plant 1
3769,10/14/2022,Meal 1,Moisture,3.65,%,Plant 1
3769,10/14/2022,Meal 1,Protein,69.23,%,Plant 1
